,age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
3642,52,single,tertiary,83.0,no,no,26,aug,1223,6,-1,0,yes
3233,19,single,unknown,1169.0,no,no,6,feb,463,18,-1,0,no
1289,48,married,primary,607.0,no,no,20,jun,29,2,-1,0,no
449,39,married,tertiary,2.0,yes,no,17,nov,180,1,-1,0,no
2279,35,married,secondary,327.0,yes,no,13,apr,537,3,-1,0,no
3232,56,married,tertiary,856.0,yes,yes,4,feb,70,4,7,7,no
958,35,single,secondary,-51.0,no,no,2,jul,134,2,-1,0,no
1434,34,single,secondary,846.0,yes,no,17,apr,758,2,-1,0,no
654,58,married,secondary,225.0,no,no,7,aug,122,6,-1,0,no
1402,48,divorced,tertiary,507.0,yes,no,9,apr,528,1,-1,0,no
1874,42,married,unknown,-406.0,yes,no,30,jul,152,5,-1,0,no
2268,33,single,secondary,-424.0,yes,no,26,may,863,1,-1,0,no
1448,32,married,secondary,101.0,yes,no,19,may,191,4,-1,0,no
411,34,single,secondary,186.0,no,no,2,feb,342,1,-1,0,no
1634,42,divorced,secondary,759.0,no,no,28,jan,97,1,169,3,no
1905,46,married,tertiary,273.0,yes,no,18,mar,910,2,184,4,yes
2170,52,divorced,tertiary,907.0,yes,no,4,jun,104,2,-1,0,no
1915,29,single,tertiary,1026.0,no,no,12,nov,226,1,92,1,yes
2022,33,single,tertiary,3170.0,no,no,28,oct,246,2,-1,0,no
2927,30,married,secondary,125.0,yes,no,29,may,238,2,-1,0,no
2937,56,married,secondary,705.0,yes,no,29,may,151,2,-1,0,no
430,53,married,primary,995.0,no,no,4,feb,200,3,-1,0,no
2407,40,married,primary,33.0,no,no,26,may,70,3,-1,0,no
3058,38,married,secondary,4030.0,yes,no,19,nov,75,2,177,5,no
2348,30,single,tertiary,940.0,no,no,8,aug,131,2,-1,0,no
1176,50,married,tertiary,-470.0,yes,no,8,may,506,2,170,3,no
2741,37,single,secondary,61.0,yes,no,19,may,182,8,-1,0,no
2591,34,married,tertiary,2892.0,yes,yes,30,jul,1165,7,-1,0,no
1432,35,married,primary,365.0,no,no,29,aug,41,2,-1,0,no
102,49,married,secondary,5996.0,no,no,21,nov,345,2,-1,0,no
2409,32,single,secondary,1649.0,no,no,27,may,204,2,-1,0,no
1263,49,married,secondary,4667.0,yes,no,19,may,130,2,-1,0,no
2615,45,married,secondary,776.0,yes,no,6,feb,232,4,253,1,no
1714,57,married,primary,0.0,no,no,5,jun,58,8,-1,0,no
1590,54,married,unknown,191.0,no,no,4,aug,753,2,-1,0,no
2517,48,married,unknown,131.0,yes,no,6,may,189,1,-1,0,no
2267,30,single,primary,185.0,no,no,26,jun,11,1,-1,0,no
2714,47,divorced,tertiary,477.0,yes,no,7,may,973,1,366,1,no
1886,39,divorced,secondary,902.0,yes,no,10,feb,691,2,180,5,yes
3540,58,married,primary,565.0,no,no,7,jul,876,1,-1,0,yes
1513,30,married,secondary,-99.0,yes,no,15,may,144,5,-1,0,no
3382,37,married,unknown,897.0,yes,no,13,apr,119,2,280,2,no
4108,84,divorced,primary,639.0,no,no,18,may,353,3,-1,0,yes
1420,29,single,tertiary,452.0,yes,no,11,may,59,1,-1,0,no
396,34,married,secondary,613.0,yes,no,4,jun,80,1,-1,0,no
1064,53,divorced,secondary,-905.0,yes,no,28,may,213,1,-1,0,no
4021,46,married,unknown,9328.0,yes,no,5,may,725,3,-1,0,yes
818,27,single,primary,1209.0,no,no,29,jan,283,1,-1,0,no
1474,44,divorced,secondary,432.0,no,no,9,feb,132,3,-1,0,no
2567,40,married,secondary,0.0,yes,yes,29,may,245,3,-1,0,no
816,41,married,secondary,77.0,yes,no,7,may,56,1,-1,0,no
3648,31,single,secondary,691.0,yes,no,8,may,198,1,-1,0,no
381,39,married,primary,3705.0,yes,no,16,jun,77,1,-1,0,no
1842,59,divorced,primary,7179.0,no,no,5,feb,150,1,-1,0,no
2882,24,married,secondary,-254.0,yes,yes,27,may,290,2,-1,0,no
3896,36,married,primary,1177.0,no,no,15,apr,330,1,311,4,yes
2796,56,married,secondary,1270.0,yes,no,17,nov,80,2,165,2,no
3429,41,married,primary,7735.0,yes,no,20,nov,220,1,190,1,no
864,43,married,primary,8167.0,yes,no,19,may,114,2,-1,0,no
2484,26,single,tertiary,1153.0,no,no,4,may,238,3,-1,0,no
2600,45,divorced,tertiary,959.0,no,no,18,jun,74,1,-1,0,no
554,43,single,secondary,11269.0,no,no,29,may,92,1,-1,0,no
1159,31,single,tertiary,62.0,yes,no,18,may,175,1,293,5,no
1213,49,married,secondary,2576.0,yes,no,15,may,64,6,-1,0,no
1498,51,divorced,primary,837.0,no,no,30,jul,41,2,-1,0,no
4153,42,married,secondary,440.0,yes,no,3,feb,13,5,-1,0,no
2085,33,married,secondary,-77.0,yes,no,28,jul,151,3,-1,0,no
1891,32,single,tertiary,656.0,yes,yes,20,apr,148,2,-1,0,no
3611,28,single,secondary,389.0,yes,no,11,may,15,7,-1,0,no
4015,36,married,secondary,5902.0,yes,no,23,may,219,4,-1,0,no
748,35,married,primary,2643.0,no,yes,8,jul,259,1,-1,0,no
3505,36,married,tertiary,491.0,yes,no,8,may,103,3,-1,0,no
1482,39,married,secondary,0.0,yes,no,7,may,502,1,7,2,no
866,54,married,secondary,3671.0,no,no,11,jun,67,3,-1,0,no
752,31,married,primary,352.0,yes,no,19,may,97,9,-1,0,no
3747,37,married,secondary,140.0,yes,yes,7,may,490,1,-1,0,no
2328,25,single,secondary,913.0,yes,no,7,jul,113,4,-1,0,no
2002,32,single,tertiary,1583.0,yes,no,19,nov,100,1,182,1,no
1614,40,single,secondary,2378.0,yes,no,2,jun,65,1,-1,0,no
729,47,single,tertiary,153.0,yes,no,18,nov,192,2,-1,0,no
2249,49,divorced,tertiary,780.0,no,no,8,nov,148,1,871,2,no
4277,54,married,secondary,2225.0,no,yes,13,aug,73,2,-1,0,no
1721,60,married,secondary,262.0,no,no,18,aug,393,4,-1,0,no
2101,48,married,secondary,4265.0,yes,no,13,may,220,2,-1,0,no
3904,32,married,secondary,76.0,yes,no,21,may,189,2,-1,0,no
1110,50,divorced,primary,-10.0,no,yes,10,jul,369,6,-1,0,no
3623,33,married,primary,1209.0,yes,no,16,apr,700,1,-1,0,no
346,57,married,tertiary,1602.0,no,no,29,jul,339,3,-1,0,no
2920,24,married,secondary,9.0,yes,no,27,may,292,7,-1,0,no
4457,37,single,primary,6969.0,yes,no,20,may,412,1,-1,0,no
4228,36,married,secondary,-206.0,yes,no,8,may,177,2,-1,0,no
578,49,married,secondary,171.0,no,no,4,feb,19,3,175,2,no
75,54,divorced,tertiary,3222.0,no,no,14,aug,67,2,-1,0,no
4065,70,married,secondary,616.0,no,no,27,apr,149,2,182,1,no
3935,38,single,tertiary,1704.0,no,no,1,sep,222,1,-1,0,no
2276,42,married,primary,704.0,yes,yes,31,jul,88,10,-1,0,no
3826,51,married,secondary,423.0,yes,yes,16,oct,95,1,-1,0,no
178,37,married,unknown,1699.0,no,no,9,jun,63,1,-1,0,no
3998,44,married,tertiary,724.0,yes,no,17,nov,157,2,172,1,no
1504,47,divorced,secondary,225.0,no,no,28,aug,1126,4,-1,0,yes
2104,38,divorced,tertiary,1513.0,no,no,7,may,330,1,342,1,no
1897,49,married,tertiary,87.0,no,no,29,jan,165,1,-1,0,no
604,42,married,primary,0.0,yes,no,17,jul,71,1,-1,0,no
1961,38,married,primary,3419.0,yes,no,20,jun,324,5,-1,0,no
25,41,married,tertiary,5883.0,no,no,20,nov,182,2,-1,0,no
658,47,married,secondary,57.0,no,no,5,may,253,1,342,1,no
2728,60,married,secondary,-396.0,yes,no,11,may,443,1,350,1,no
3587,38,married,tertiary,3452.0,no,no,13,aug,132,2,-1,0,no
173,32,married,secondary,1031.0,yes,no,17,jul,84,1,-1,0,no
3835,29,single,tertiary,19.0,no,no,5,feb,110,2,64,2,yes
331,29,single,tertiary,828.0,yes,no,16,apr,215,3,321,3,no
342,60,single,tertiary,0.0,no,yes,23,jul,151,1,-1,0,no
2630,58,married,primary,0.0,no,no,4,aug,506,1,-1,0,no
2111,31,single,tertiary,0.0,no,no,28,aug,38,16,-1,0,no
1088,39,single,tertiary,416.0,no,no,23,oct,56,4,-1,0,no
479,54,married,secondary,1480.0,yes,no,14,may,108,1,-1,0,no
727,29,single,unknown,2929.0,no,no,11,aug,91,1,-1,0,no
3105,30,divorced,secondary,0.0,yes,no,13,may,172,1,-1,0,no
976,36,divorced,secondary,1594.0,no,no,6,jun,250,3,-1,0,no
1421,28,married,secondary,-97.0,yes,no,29,jan,79,1,225,2,no
3732,34,single,secondary,79.0,no,yes,20,nov,104,1,-1,0,no
3925,48,married,secondary,17.0,yes,yes,17,nov,81,1,-1,0,no
1589,26,married,secondary,245.0,yes,no,26,may,16,11,-1,0,no
1299,49,married,secondary,-55.0,no,no,17,jun,150,3,-1,0,no
2458,47,married,secondary,310.0,yes,yes,14,aug,128,6,-1,0,no
4164,38,married,primary,506.0,yes,yes,12,jun,122,1,-1,0,no
660,36,divorced,secondary,666.0,yes,yes,3,apr,190,1,133,1,no
2447,46,married,primary,665.0,no,no,30,jan,89,4,235,2,no
1643,29,divorced,secondary,330.0,yes,no,12,may,88,2,-1,0,no
2509,41,married,primary,0.0,yes,no,30,may,232,3,-1,0,no
1782,31,single,secondary,-219.0,yes,no,30,may,66,2,-1,0,no
1885,36,married,tertiary,60.0,no,no,19,aug,209,2,-1,0,no
2488,35,married,secondary,700.0,yes,no,23,may,240,2,-1,0,no
2957,50,married,primary,0.0,no,no,20,jun,179,2,-1,0,no
2997,31,married,secondary,589.0,yes,yes,21,may,151,1,-1,0,no
1593,50,married,secondary,1572.0,yes,no,9,jul,185,1,-1,0,no
2623,32,married,primary,286.0,yes,no,6,aug,175,1,-1,0,no
1278,54,married,secondary,-932.0,yes,no,7,may,799,1,-1,0,no
4201,36,married,secondary,-872.0,yes,yes,20,nov,153,1,183,1,no
3217,34,married,secondary,50.0,no,no,11,aug,106,3,-1,0,no
2333,36,married,secondary,338.0,no,no,14,may,90,1,-1,0,no
67,29,married,secondary,444.0,yes,no,21,jul,130,4,-1,0,no
3633,36,married,tertiary,629.0,yes,yes,29,dec,109,1,246,1,no
221,37,married,secondary,4030.0,yes,no,26,may,178,5,-1,0,no
4017,59,married,tertiary,3800.0,no,yes,9,jul,70,1,-1,0,no
1665,51,married,secondary,2237.0,yes,no,29,may,619,1,-1,0,no
4144,29,married,secondary,358.0,no,no,21,jul,88,5,-1,0,no
3629,31,married,secondary,401.0,no,no,14,aug,96,3,-1,0,no
88,38,married,secondary,424.0,yes,no,17,apr,279,1,-1,0,no
2171,26,married,secondary,18.0,yes,yes,5,may,138,1,-1,0,no
4483,31,married,secondary,119.0,yes,no,4,feb,380,1,-1,0,no
3447,53,married,tertiary,146.0,no,no,30,may,150,1,-1,0,no
3558,61,divorced,tertiary,6610.0,no,no,24,feb,481,2,-1,0,yes
2057,51,married,secondary,18.0,no,yes,25,jul,363,6,-1,0,no
3172,55,divorced,tertiary,481.0,yes,no,8,may,147,2,298,3,no
2144,29,married,secondary,-478.0,no,yes,8,jul,528,2,-1,0,no
3075,47,married,secondary,3285.0,no,no,31,jul,248,5,-1,0,no
4123,47,divorced,primary,126.0,yes,no,3,jun,2456,2,-1,0,yes
2755,49,married,secondary,1114.0,no,no,17,nov,283,1,-1,0,no
1143,57,married,primary,501.0,yes,yes,7,aug,59,2,-1,0,no
397,37,single,tertiary,6101.0,no,no,4,may,60,5,87,1,no
3668,27,single,secondary,235.0,yes,no,12,may,13,5,-1,0,no
1539,34,married,secondary,322.0,yes,no,20,apr,10,3,-1,0,no
3729,42,married,primary,149.0,no,no,20,aug,94,2,-1,0,no
2283,45,married,tertiary,0.0,yes,no,29,jul,100,3,-1,0,no
1398,34,single,secondary,341.0,no,yes,29,jan,136,1,262,3,no
1871,34,divorced,secondary,991.0,yes,no,6,may,89,1,344,1,no
1096,46,married,tertiary,217.0,yes,no,14,may,141,1,346,2,no
3308,49,married,secondary,362.0,yes,no,4,jun,84,2,-1,0,no
1350,55,divorced,primary,2923.0,yes,no,15,may,104,2,-1,0,no
2576,31,single,secondary,469.0,no,yes,2,feb,111,1,-1,0,no
979,56,divorced,primary,3021.0,no,no,9,jun,419,2,-1,0,no
283,42,divorced,secondary,63.0,no,no,16,may,88,6,-1,0,no
1298,25,single,secondary,1116.0,yes,no,2,mar,170,3,-1,0,no
3594,47,married,secondary,51.0,yes,yes,16,may,312,1,-1,0,no
898,35,married,primary,793.0,yes,no,17,apr,106,1,-1,0,no
3275,32,married,tertiary,5878.0,no,no,19,aug,159,2,-1,0,no
3859,54,married,primary,4503.0,no,no,21,nov,168,3,-1,0,no
4375,29,divorced,secondary,92.0,yes,no,7,may,240,1,-1,0,no
613,41,married,tertiary,231.0,no,no,7,aug,352,2,-1,0,yes
3103,34,married,secondary,61.0,no,yes,5,may,21,1,-1,0,no
1787,39,married,tertiary,0.0,yes,no,2,jun,46,2,-1,0,no
2942,34,married,tertiary,544.0,yes,yes,18,nov,58,2,-1,0,no
423,37,single,tertiary,876.0,yes,no,15,apr,140,4,327,2,no
3752,47,married,secondary,0.0,yes,no,9,jul,250,1,-1,0,no
1773,37,married,unknown,4565.0,no,no,4,sep,369,1,-1,0,no
4031,36,single,secondary,174.0,yes,no,7,may,223,2,-1,0,no
839,37,married,tertiary,4798.0,yes,no,20,may,156,2,-1,0,no
500,32,single,tertiary,12607.0,no,no,14,aug,203,5,84,1,no
3568,39,divorced,secondary,1022.0,yes,no,20,jun,20,3,-1,0,no
4185,31,married,tertiary,271.0,no,no,18,nov,89,1,-1,0,no
549,28,single,secondary,378.0,yes,no,17,apr,346,1,-1,0,no
557,43,single,tertiary,1304.0,no,no,6,aug,501,2,-1,0,yes
887,41,married,secondary,338.0,yes,no,14,may,87,1,-1,0,no
1720,30,single,secondary,4.0,yes,no,23,may,84,3,-1,0,no
3034,29,married,primary,-102.0,no,no,4,jul,134,1,-1,0,no
2405,40,married,secondary,0.0,yes,yes,26,jul,105,2,172,1,no
218,49,married,primary,305.0,yes,yes,10,jul,834,10,-1,0,no
2498,34,married,secondary,2542.0,yes,no,14,may,228,1,-1,0,no
1563,55,married,secondary,204.0,no,no,14,jul,455,13,-1,0,no
1138,35,divorced,secondary,56.0,no,no,29,aug,24,12,-1,0,no
209,56,married,secondary,1333.0,no,no,28,aug,17,14,-1,0,no
2609,57,married,primary,-226.0,yes,no,4,jun,272,1,-1,0,no
2110,31,married,secondary,-498.0,yes,no,21,jul,357,1,-1,0,no
2124,43,married,tertiary,291.0,yes,no,9,may,150,2,-1,0,no
550,54,married,primary,211.0,no,no,19,jun,200,2,-1,0,no
1424,32,single,tertiary,0.0,no,no,6,aug,101,5,3,6,no
2547,60,married,secondary,725.0,yes,no,8,jul,266,1,-1,0,no
1831,32,single,tertiary,-59.0,no,yes,4,jul,192,1,-1,0,no
948,48,single,unknown,428.0,yes,no,18,may,127,1,-1,0,no
3500,41,married,secondary,0.0,no,no,29,aug,141,2,-1,0,no
3221,31,married,secondary,0.0,no,yes,19,aug,144,4,-1,0,no
532,34,single,secondary,663.0,yes,no,20,apr,111,1,-1,0,no
3997,43,married,secondary,275.0,no,no,25,aug,69,6,-1,0,no
2669,58,married,primary,0.0,yes,no,9,jul,148,1,-1,0,no
3174,36,single,secondary,168.0,yes,no,12,may,52,1,-1,0,no
3926,56,married,primary,-1.0,no,no,27,aug,89,23,-1,0,no
2857,25,single,secondary,368.0,no,no,25,jul,168,1,-1,0,no
639,27,single,tertiary,703.0,yes,no,5,jun,590,3,-1,0,yes
4373,28,married,secondary,225.0,yes,yes,7,may,866,2,-1,0,no
3950,27,single,secondary,14.0,no,no,14,may,72,2,-1,0,no
0,30,married,primary,1787.0,no,no,19,oct,79,1,-1,0,no
4384,52,single,tertiary,4.0,no,yes,28,jul,30,9,-1,0,no
4436,36,single,tertiary,40.0,no,no,26,aug,359,3,-1,0,no
3423,52,married,primary,36.0,no,no,13,aug,109,2,-1,0,no
3257,31,single,secondary,1588.0,yes,no,3,jun,14,1,-1,0,no
1595,32,single,secondary,29.0,no,no,19,aug,156,2,-1,0,no
247,32,single,secondary,0.0,no,no,27,may,123,2,-1,0,no
3691,38,single,tertiary,5244.0,no,no,8,aug,310,4,-1,0,no
4339,53,married,primary,225.0,no,no,18,jul,171,7,-1,0,no
1698,31,single,tertiary,3283.0,no,no,2,feb,258,1,73,1,yes
2992,47,married,secondary,3940.0,yes,no,9,nov,171,2,96,5,no
2921,43,single,secondary,1029.0,yes,no,2,jun,145,1,-1,0,no
3567,31,married,unknown,-120.0,yes,no,17,jul,231,2,-1,0,no
2252,45,married,primary,2433.0,no,no,6,aug,133,2,-1,0,no
1814,34,married,tertiary,180.0,no,no,16,jun,298,3,-1,0,no
2748,40,married,secondary,-839.0,yes,yes,16,jul,1018,2,-1,0,yes
2519,43,single,tertiary,0.0,no,no,29,aug,73,4,-1,0,no
2287,38,married,tertiary,1449.0,no,no,26,may,535,6,-1,0,no
2470,38,married,tertiary,1042.0,yes,no,4,feb,419,2,-1,0,no
3179,58,married,primary,4015.0,no,no,20,jun,106,3,-1,0,no
2894,49,married,tertiary,7007.0,no,no,17,nov,325,2,-1,0,no
278,50,married,primary,5776.0,no,no,18,nov,49,3,-1,0,no
952,51,married,secondary,2662.0,no,no,28,jan,148,2,-1,0,no
2770,28,single,tertiary,-328.0,yes,no,2,feb,318,2,-1,0,no
1892,27,married,secondary,100.0,no,no,16,jul,57,2,-1,0,no
2707,58,married,tertiary,541.0,yes,no,8,may,98,1,-1,0,no
1558,29,single,secondary,3432.0,yes,no,17,apr,139,2,-1,0,no
1644,33,divorced,tertiary,0.0,no,no,13,aug,305,2,-1,0,no
3165,53,married,tertiary,37.0,no,no,28,aug,51,9,-1,0,no
2135,57,married,tertiary,3.0,no,no,4,aug,142,2,-1,0,no
4265,30,single,secondary,1073.0,yes,no,5,may,1130,4,-1,0,no
4168,31,married,secondary,3.0,yes,no,28,jul,37,12,-1,0,no
3295,32,divorced,secondary,202.0,yes,no,4,feb,429,1,201,1,no
2318,53,married,secondary,225.0,yes,no,20,apr,304,1,340,1,no
155,35,divorced,secondary,308.0,no,no,22,aug,77,2,-1,0,no
2374,32,divorced,secondary,739.0,yes,no,9,may,171,1,-1,0,no
985,58,divorced,secondary,543.0,no,yes,17,jul,264,3,-1,0,no
4078,30,married,tertiary,562.0,no,no,21,aug,137,4,-1,0,no
1691,51,divorced,primary,-28.0,no,yes,2,jul,220,2,-1,0,no
1744,27,single,secondary,795.0,no,no,6,feb,101,3,-1,0,no
981,28,single,secondary,3412.0,yes,no,15,may,22,4,-1,0,no
2069,38,single,tertiary,35.0,yes,no,17,apr,156,1,273,3,no
2367,40,single,unknown,838.0,yes,no,12,may,619,3,-1,0,no
2189,43,married,primary,778.0,yes,yes,15,may,284,5,-1,0,no
3024,49,divorced,tertiary,1904.0,no,yes,17,nov,131,2,-1,0,no
942,36,married,tertiary,222.0,yes,no,6,may,317,1,169,2,no
2420,34,married,tertiary,5498.0,no,no,19,nov,265,1,-1,0,no
3194,28,single,unknown,81.0,no,yes,8,jul,158,1,-1,0,no
4340,47,married,secondary,2548.0,yes,no,11,,577,1,368,1,no
1898,58,married,tertiary,3228.0,no,no,19,aug,58,2,-1,0,no
3154,34,divorced,secondary,291.0,no,no,7,aug,91,2,-1,0,no
1457,33,married,tertiary,3696.0,no,no,19,nov,305,1,182,3,no
1509,42,divorced,secondary,936.0,no,no,30,jan,931,1,-1,0,yes
1395,38,married,tertiary,3234.0,no,no,18,nov,578,2,-1,0,yes
264,58,married,tertiary,883.0,no,no,18,aug,543,1,78,2,no
3654,30,single,tertiary,2.0,no,no,16,jun,102,1,85,1,no
1499,50,married,tertiary,-94.0,no,yes,25,jun,75,1,-1,0,no
700,29,married,secondary,3.0,yes,no,10,jul,183,1,-1,0,no
1837,39,divorced,tertiary,3.0,no,no,6,may,488,1,-1,0,yes
644,32,single,tertiary,890.0,yes,yes,28,aug,27,10,-1,0,no
4466,61,married,secondary,967.0,no,no,20,aug,180,1,-1,0,no
1405,37,married,primary,37.0,yes,no,13,may,24,2,362,1,no
929,51,divorced,secondary,340.0,yes,no,8,may,186,1,-1,0,no
3563,56,married,primary,,no,no,3,feb,128,1,-1,0,no
2311,57,married,tertiary,3431.0,yes,no,16,may,73,1,-1,0,no
3027,40,married,tertiary,0.0,no,no,10,nov,147,1,96,8,yes
2225,31,single,tertiary,96.0,no,no,5,feb,577,1,-1,0,no
246,42,married,secondary,-189.0,yes,no,12,may,247,2,-1,0,no
4401,38,divorced,tertiary,7929.0,no,no,8,jul,182,3,-1,0,no
3508,52,married,secondary,14363.0,no,no,5,jun,132,1,-1,0,no
923,32,married,secondary,-63.0,yes,no,30,may,198,1,-1,0,no
4101,48,married,primary,559.0,yes,no,15,may,1231,2,-1,0,no
1185,33,married,secondary,-6.0,yes,no,7,may,566,2,-1,0,no
268,38,single,secondary,902.0,yes,no,31,jul,58,13,-1,0,no
669,56,married,secondary,4063.0,no,yes,28,jul,31,4,-1,0,no
1769,50,married,unknown,-84.0,yes,no,6,may,101,1,-1,0,no
2925,52,divorced,primary,-97.0,yes,yes,9,may,167,4,-1,0,no
2664,48,divorced,unknown,-70.0,no,no,14,may,243,1,-1,0,no
2453,29,married,tertiary,581.0,yes,yes,14,jul,192,2,-1,0,no
2083,42,married,secondary,214.0,yes,no,28,may,21,24,-1,0,no
3937,53,married,primary,2581.0,no,no,15,apr,99,1,-1,0,no
2463,47,single,unknown,2443.0,no,no,18,jun,422,1,-1,0,no
4162,56,divorced,tertiary,401.0,yes,no,20,nov,26,1,-1,0,no
648,29,married,secondary,178.0,yes,no,5,may,231,4,-1,0,no
543,48,married,secondary,157.0,yes,no,6,may,73,1,-1,0,no
2282,44,single,primary,787.0,yes,no,30,may,570,2,-1,0,no
3185,42,married,secondary,529.0,yes,yes,19,nov,193,3,-1,0,no
3038,49,married,secondary,2201.0,yes,no,15,may,233,3,-1,0,no
259,29,single,secondary,482.0,no,yes,10,jul,1097,3,-1,0,yes
3347,36,married,tertiary,340.0,yes,no,20,apr,68,2,-1,0,no
2450,42,married,primary,2519.0,yes,no,15,may,262,4,-1,0,no
927,32,divorced,secondary,1097.0,yes,no,12,may,298,2,-1,0,no
612,26,single,tertiary,81.0,no,no,21,jul,262,3,-1,0,no
1543,22,single,unknown,47.0,no,no,3,jul,69,3,-1,0,no
1023,32,married,tertiary,0.0,yes,no,5,may,138,1,-1,0,no
1726,59,married,primary,-47.0,yes,no,27,aug,84,4,-1,0,no
1152,50,married,secondary,0.0,no,no,4,aug,86,4,-1,0,no
219,49,married,secondary,400.0,no,no,21,aug,151,3,-1,0,no
3924,44,married,secondary,1989.0,yes,yes,20,apr,106,2,-1,0,no
485,55,married,primary,136.0,yes,no,19,jun,15,10,-1,0,no
2903,53,married,tertiary,4446.0,yes,no,14,may,429,1,-1,0,no
2031,33,married,tertiary,4.0,yes,no,16,jul,285,5,-1,0,no
258,42,divorced,tertiary,7190.0,yes,no,29,jul,375,2,-1,0,no
4254,31,married,secondary,0.0,no,yes,15,jul,624,6,-1,0,no
386,48,married,tertiary,6613.0,no,no,17,jun,159,3,-1,0,no
847,54,married,primary,0.0,yes,no,11,jul,159,2,-1,0,no
3226,34,married,tertiary,1518.0,yes,no,20,nov,128,2,-1,0,no
2157,57,married,secondary,523.0,no,yes,2,feb,49,6,-1,0,no
2580,36,married,secondary,42.0,yes,no,8,may,102,4,-1,0,no
1477,31,married,secondary,428.0,yes,no,21,may,272,1,-1,0,no
3595,30,single,secondary,447.0,no,no,14,may,103,6,-1,0,no
3628,29,married,secondary,182.0,yes,no,13,may,38,3,-1,0,no
553,42,married,tertiary,1932.0,yes,no,16,may,192,32,-1,0,no
1233,37,married,secondary,131.0,yes,no,9,may,137,2,-1,0,no
1992,43,married,secondary,0.0,yes,no,17,jul,674,3,-1,0,no
2216,34,married,secondary,1671.0,no,no,21,may,160,1,-1,0,no
3562,31,single,tertiary,424.0,no,no,21,aug,93,2,-1,0,no
3199,56,married,tertiary,1922.0,yes,no,24,jul,247,2,-1,0,no
3360,79,married,primary,429.0,no,no,8,jul,1006,2,-1,0,yes
1095,36,married,secondary,300.0,no,no,9,jun,287,1,-1,0,no
1620,37,married,primary,689.0,yes,no,14,jul,367,2,-1,0,no
3667,30,single,tertiary,35.0,no,no,30,jul,185,4,-1,0,no
3804,40,single,secondary,1670.0,yes,no,18,jun,161,2,-1,0,no
1320,48,married,tertiary,60.0,no,no,7,may,376,2,339,7,no
1872,34,married,secondary,247.0,no,no,8,oct,401,2,-1,0,yes
507,42,divorced,tertiary,360.0,yes,no,24,jun,110,5,-1,0,no
7,39,married,secondary,147.0,yes,no,6,may,151,2,-1,0,no
1609,33,single,secondary,8004.0,no,no,19,nov,414,3,-1,0,no
3831,34,single,tertiary,8038.0,yes,no,20,apr,29,3,152,1,no
3516,49,divorced,primary,198.0,yes,no,13,may,205,3,-1,0,no
2696,55,divorced,tertiary,9756.0,yes,no,5,jun,103,2,95,1,yes
3497,42,married,secondary,4209.0,yes,no,5,jun,57,6,-1,0,no
3909,42,married,tertiary,2187.0,yes,no,17,nov,525,3,-1,0,yes
1450,49,married,secondary,1103.0,no,no,12,aug,428,2,-1,0,no
4344,42,divorced,tertiary,364.0,no,no,18,nov,52,1,-1,0,no
378,53,divorced,primary,7290.0,yes,no,30,may,153,1,-1,0,no
3495,76,married,primary,2590.0,no,no,9,feb,68,12,-1,0,no
2843,33,single,tertiary,1439.0,yes,no,3,jun,178,2,-1,0,no
678,49,single,secondary,133.0,no,no,11,jun,319,6,-1,0,no
773,33,married,secondary,2.0,yes,no,16,jul,132,1,-1,0,no
4074,53,married,,4086.0,no,no,20,jun,14,3,-1,0,no
1011,42,married,primary,198.0,yes,no,8,may,314,1,-1,0,no
3081,52,divorced,secondary,280.0,no,no,14,jul,393,5,-1,0,no
3101,44,married,primary,2657.0,yes,no,20,jun,202,2,-1,0,no
2025,35,single,tertiary,2975.0,no,no,8,aug,249,2,-1,0,no
4294,42,married,secondary,-246.0,yes,no,7,may,149,1,-1,0,no
65,51,divorced,secondary,203.0,yes,no,8,may,134,1,170,5,no
3799,31,married,secondary,1664.0,yes,no,20,apr,158,1,182,1,no
3846,49,married,secondary,381.0,no,no,5,aug,504,2,-1,0,no
3708,35,divorced,tertiary,473.0,no,yes,5,aug,37,2,-1,0,no
2297,35,married,tertiary,118.0,no,no,6,aug,358,2,-1,0,no
679,44,married,primary,3706.0,no,no,17,jun,209,3,-1,0,no
3399,46,married,tertiary,1285.0,yes,no,27,may,89,1,-1,0,no
1945,33,single,secondary,4404.0,yes,no,20,nov,766,3,-1,0,no
781,42,married,secondary,352.0,yes,no,11,may,79,3,-1,0,no
3379,56,divorced,unknown,789.0,yes,no,8,may,1022,1,360,2,no
627,57,married,secondary,374.0,yes,yes,16,jul,236,1,-1,0,no
2114,33,married,tertiary,1412.0,yes,no,19,aug,480,1,-1,0,yes
2034,42,married,secondary,473.0,yes,no,7,jul,216,5,-1,0,no
2131,35,married,tertiary,1265.0,yes,no,15,may,326,5,179,4,yes
2980,55,divorced,secondary,1580.0,no,yes,19,jun,1007,1,-1,0,yes
