age,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
66,married,tertiary,2262,no,no,22,apr,155,1,-1,0,no
47,married,secondary,2,no,no,10,jul,89,1,-1,0,no
39,married,tertiary,2,yes,no,17,nov,180,1,-1,0,no
35,married,secondary,4508,yes,no,18,nov,854,1,-1,0,yes
35,divorced,secondary,-402,yes,no,17,apr,46,1,-1,0,no
27,married,secondary,,yes,yes,28,may,266,2,-1,0,no
32,married,secondary,34,yes,no,5,may,321,2,-1,0,no
44,married,tertiary,795,no,no,28,aug,99,24,-1,0,no
42,married,secondary,117,yes,no,9,may,147,1,-1,0,no
34,single,tertiary,5462,no,no,30,apr,430,1,-1,0,yes
25,single,secondary,402,no,yes,7,jul,264,1,-1,0,no
40,single,secondary,641,no,no,16,jul,156,6,-1,0,no
43,divorced,tertiary,36,no,no,26,may,118,1,102,2,no
55,married,tertiary,383,no,no,6,may,343,3,-1,0,no
50,married,secondary,283,yes,no,7,aug,226,3,-1,0,no
45,divorced,tertiary,0,no,no,1,jun,5,1,-1,0,no
35,divorced,secondary,3102,yes,no,20,nov,138,1,-1,0,no
32,married,secondary,889,yes,no,10,sep,185,1,99,5,yes
59,married,secondary,0,no,no,3,feb,722,1,99,4,no
34,married,secondary,-370,yes,no,21,may,748,1,-1,0,no
39,married,tertiary,-606,yes,no,26,may,142,1,-1,0,no
40,single,secondary,10378,yes,no,17,nov,523,3,-1,0,no
36,single,primary,1313,yes,no,20,jun,8,10,-1,0,no
40,married,tertiary,8969,yes,no,17,nov,153,1,-1,0,no
55,married,secondary,-196,yes,no,20,may,210,2,-1,0,no
38,married,secondary,15,yes,no,10,jul,121,1,-1,0,no
61,married,secondary,4608,no,no,12,mar,212,1,-1,0,yes
41,married,tertiary,666,yes,no,21,may,253,3,-1,0,no
57,married,primary,452,yes,no,13,may,139,4,-1,0,no
48,married,secondary,149,yes,no,9,may,71,1,-1,0,no
77,married,tertiary,7802,no,no,4,may,421,1,92,2,yes
35,married,secondary,1453,yes,no,28,may,199,1,-1,0,no
54,married,secondary,1480,yes,no,14,may,108,1,-1,0,no
37,single,unknown,715,yes,no,20,may,247,2,-1,0,no
56,single,secondary,237,yes,no,9,jul,236,4,-1,0,no
40,married,secondary,694,yes,no,4,feb,97,4,196,5,no
40,married,tertiary,0,no,no,14,jul,109,8,-1,0,no
54,married,tertiary,55,yes,no,2,jun,112,2,-1,0,no
55,married,primary,136,yes,no,19,jun,15,10,-1,0,no
55,divorced,secondary,-404,yes,no,22,jul,502,3,-1,0,no
52,married,primary,779,yes,no,16,may,30,3,-1,0,no
55,single,primary,1187,yes,no,2,jun,193,2,-1,0,no
33,married,tertiary,641,yes,no,13,aug,347,2,-1,0,no
52,married,unknown,826,yes,no,15,may,468,2,-1,0,no
33,divorced,secondary,991,yes,no,27,may,148,1,-1,0,no
53,married,secondary,1796,no,no,16,mar,295,1,91,2,yes
46,married,secondary,22,no,no,26,aug,388,6,-1,0,yes
44,single,secondary,244,yes,no,12,aug,1735,4,-1,0,yes
48,divorced,tertiary,1328,yes,no,6,may,339,1,-1,0,no
50,married,secondary,7317,yes,no,13,may,172,1,370,1,no
34,single,secondary,4943,yes,yes,19,nov,117,2,-1,0,no
38,single,secondary,258,no,yes,20,jun,587,2,-1,0,no
42,single,tertiary,515,yes,no,19,nov,501,2,-1,0,no
32,single,tertiary,12607,no,no,14,aug,203,5,84,1,no
58,married,secondary,2,yes,yes,25,jul,282,9,-1,0,no
31,married,tertiary,13,no,no,28,aug,110,5,-1,0,no
19,single,primary,103,no,no,10,jul,104,2,-1,0,yes
41,married,tertiary,3872,no,no,15,oct,231,1,-1,0,no
31,married,secondary,296,yes,no,20,may,378,3,-1,0,no
52,single,primary,217,no,yes,15,jul,193,6,-1,0,no
42,divorced,tertiary,360,yes,no,24,jun,110,5,-1,0,no
41,single,secondary,428,yes,no,12,may,92,1,-1,0,no
30,single,secondary,315,no,no,23,jun,1407,1,-1,0,yes
38,married,secondary,121,yes,yes,6,feb,168,1,212,2,no
32,married,tertiary,820,yes,no,17,jul,738,3,-1,0,no
52,married,secondary,195,yes,no,18,feb,220,1,63,5,yes
48,divorced,tertiary,108,yes,no,27,may,89,2,-1,0,no
36,married,tertiary,-381,yes,no,31,jul,30,29,-1,0,no
45,divorced,primary,757,no,no,20,apr,103,1,325,4,no
34,married,tertiary,691,yes,yes,2,jun,70,1,-1,0,no
36,married,primary,1925,yes,no,20,apr,904,2,-1,0,yes
34,married,tertiary,902,yes,no,14,may,159,1,367,2,no
61,married,secondary,5207,no,no,11,sep,336,1,81,2,no
54,married,secondary,0,no,no,19,jun,220,1,-1,0,no
50,married,secondary,665,no,no,17,nov,238,1,-1,0,no
43,divorced,secondary,738,yes,no,21,nov,585,4,191,4,no
47,married,primary,233,no,no,8,aug,293,3,-1,0,no
45,married,secondary,-839,yes,no,28,may,68,1,-1,0,no
57,married,primary,5799,no,no,17,jun,97,1,-1,0,no
27,married,secondary,1033,yes,no,9,may,1713,1,-1,0,no
49,divorced,secondary,66,no,no,9,jul,218,3,-1,0,no
43,married,primary,2567,yes,no,14,may,109,1,360,2,no
40,married,tertiary,1584,yes,no,21,nov,661,1,-1,0,no
32,single,secondary,182,yes,no,6,may,145,1,-1,0,no
58,married,primary,76,yes,no,18,may,54,4,-1,0,no
34,single,secondary,663,yes,no,20,apr,111,1,-1,0,no
46,divorced,secondary,3455,yes,no,14,may,566,2,-1,0,no
29,married,secondary,15,no,no,3,jun,136,1,-1,0,no
52,married,primary,1054,no,no,4,aug,273,1,-1,0,no
45,married,tertiary,1529,no,no,30,jun,160,1,-1,0,no
26,single,secondary,63,no,no,28,jul,76,4,-1,0,no
40,married,tertiary,0,no,no,19,aug,44,1,-1,0,no
41,married,secondary,920,yes,yes,27,may,239,1,-1,0,no
47,single,secondary,3696,no,no,12,jul,250,2,181,4,yes
27,single,unknown,59,no,no,15,jul,792,4,-1,0,no
27,married,secondary,0,yes,no,23,jul,198,13,-1,0,no
48,married,secondary,157,yes,no,6,may,73,1,-1,0,no
49,married,secondary,2465,no,no,20,aug,157,3,-1,0,no
35,married,primary,0,yes,no,24,jul,90,6,-1,0,no
47,married,secondary,2,no,no,5,feb,236,2,-1,0,no
54,married,tertiary,0,no,no,16,jul,118,5,-1,0,no
39,single,tertiary,12437,no,no,18,nov,40,1,-1,0,no
28,single,secondary,378,yes,no,17,apr,346,1,-1,0,no
54,married,primary,211,no,no,19,jun,200,2,-1,0,no
34,married,secondary,-228,yes,no,20,apr,187,3,332,3,no
63,married,secondary,2747,no,no,11,sep,113,1,80,1,no
42,married,tertiary,1932,yes,no,16,may,192,32,-1,0,no
43,single,secondary,11269,no,no,29,may,92,1,-1,0,no
37,married,secondary,,yes,no,8,may,682,2,85,7,no
55,married,primary,2275,no,no,25,aug,139,9,-1,0,no
43,single,tertiary,1304,no,no,6,aug,501,2,-1,0,yes
41,married,secondary,720,no,yes,24,jul,651,1,-1,0,yes
47,divorced,secondary,2914,yes,no,18,aug,405,13,-1,0,no
34,married,secondary,1464,yes,no,23,may,350,1,-1,0,no
28,single,secondary,11555,no,no,8,apr,125,2,-1,0,no
36,married,secondary,-302,yes,no,13,may,36,2,-1,0,no
50,married,secondary,2497,yes,no,21,nov,35,1,176,1,no
35,married,secondary,-339,yes,no,8,may,389,2,-1,0,no
40,married,secondary,56,yes,yes,29,jan,194,1,247,1,no
26,single,tertiary,211,no,no,29,jan,168,3,-1,0,no
36,divorced,tertiary,3611,yes,no,4,jun,347,3,-1,0,no
59,married,primary,0,no,no,30,jan,3025,2,-1,0,no
28,single,secondary,459,no,no,16,mar,83,13,-1,0,no
46,married,unknown,242,yes,no,9,may,332,2,-1,0,no
50,married,secondary,1138,no,no,14,aug,219,10,-1,0,no
53,married,tertiary,1319,yes,no,16,apr,427,1,150,1,no
81,married,secondary,1,no,no,19,aug,65,5,-1,0,no
35,divorced,secondary,67,yes,no,5,may,192,2,-1,0,no
58,married,unknown,937,no,no,5,aug,155,1,-1,0,no
44,married,secondary,0,yes,yes,11,may,161,1,-1,0,no
38,married,tertiary,-558,yes,no,21,jul,533,1,-1,0,no
49,married,secondary,171,no,no,4,feb,19,3,175,2,no
33,single,tertiary,696,no,yes,5,feb,193,1,176,8,no
29,married,tertiary,361,yes,yes,28,jul,819,3,-1,0,no
28,single,secondary,227,no,no,30,apr,278,1,-1,0,yes
31,married,secondary,236,yes,yes,4,may,211,3,-1,0,no
33,single,tertiary,-53,no,no,29,jan,617,2,-1,0,no
52,married,secondary,192,yes,no,23,jul,61,2,-1,0,no
43,divorced,tertiary,38,yes,no,25,jul,197,6,-1,0,no
32,single,secondary,518,yes,no,18,may,34,7,-1,0,no
36,married,tertiary,16,yes,yes,18,jul,95,4,-1,0,no
41,married,secondary,-256,yes,no,3,jun,147,2,-1,0,no
43,married,secondary,105,no,yes,4,jul,668,2,-1,0,no
45,married,tertiary,334,no,no,5,jun,87,2,-1,0,no
39,married,secondary,1048,no,yes,21,jul,405,1,-1,0,no
41,married,secondary,108,yes,yes,13,may,83,7,-1,0,no
31,married,secondary,660,no,no,22,jun,115,1,-1,0,no
37,single,tertiary,0,yes,no,10,jul,108,1,-1,0,no
28,married,unknown,1034,no,no,29,jan,113,1,-1,0,no
47,married,primary,201,yes,no,7,aug,58,2,382,1,no
37,married,primary,189,no,no,8,aug,148,4,-1,0,no
60,divorced,unknown,-49,yes,no,29,jan,188,1,261,2,no
43,divorced,secondary,1413,yes,no,28,jul,75,3,-1,0,no
58,divorced,tertiary,264,yes,yes,8,jul,523,3,-1,0,no
52,married,tertiary,54,yes,yes,18,nov,103,1,-1,0,no
50,married,primary,12519,yes,no,17,apr,146,2,147,4,no
32,single,secondary,2881,no,no,2,jul,356,1,-1,0,yes
42,married,primary,0,yes,no,17,jul,71,1,-1,0,no
31,married,secondary,88,yes,yes,8,aug,189,2,-1,0,no
28,married,secondary,1020,yes,no,28,may,251,1,-1,0,no
36,divorced,tertiary,119,no,no,23,jul,127,8,-1,0,no
51,single,tertiary,1594,no,no,4,feb,197,1,-1,0,no
46,married,tertiary,342,yes,yes,5,may,84,1,-1,0,no
50,single,secondary,72,no,no,8,may,141,2,-1,0,no
32,married,secondary,14,yes,no,2,jun,171,1,-1,0,no
26,single,tertiary,81,no,no,21,jul,262,3,-1,0,no
41,married,tertiary,231,no,no,7,aug,352,2,-1,0,yes
39,married,tertiary,1161,yes,no,9,apr,236,1,336,1,no
31,married,secondary,-45,yes,no,2,jun,184,1,-1,0,no
28,single,tertiary,231,yes,yes,25,jul,568,2,-1,0,no
31,single,secondary,36,no,no,27,aug,105,2,-1,0,no
30,married,tertiary,1570,yes,no,26,may,260,1,-1,0,no
35,married,tertiary,7050,no,no,11,aug,222,3,182,4,yes
33,married,primary,3704,yes,no,6,jun,447,2,-1,0,no
30,single,tertiary,6619,yes,no,21,aug,239,8,-1,0,no
32,single,secondary,-84,yes,no,11,may,426,1,-1,0,no
40,single,tertiary,1509,no,no,12,may,333,1,58,3,no
31,married,tertiary,1134,no,no,6,feb,174,2,-1,0,no
36,married,secondary,146,yes,yes,15,may,284,2,-1,0,no
33,single,tertiary,9449,yes,no,8,may,428,1,-1,0,no
57,married,secondary,374,yes,yes,16,jul,236,1,-1,0,no
45,married,secondary,88,no,no,29,aug,150,2,-1,0,no
59,married,tertiary,2764,no,no,24,dec,237,1,206,2,no
30,single,tertiary,2,yes,yes,25,jul,1031,8,-1,0,yes
33,married,tertiary,8023,no,no,30,nov,107,1,105,3,no
52,married,secondary,289,yes,no,21,may,45,13,-1,0,no
83,married,secondary,0,no,no,18,mar,140,10,-1,0,no
58,divorced,tertiary,1382,no,no,9,jun,700,1,-1,0,yes
33,divorced,tertiary,280,no,yes,18,nov,155,1,-1,0,no
41,divorced,primary,2195,yes,no,3,jun,211,5,-1,0,no
31,married,secondary,33,no,no,6,aug,165,4,-1,0,no
35,divorced,secondary,275,no,yes,10,jul,144,5,-1,0,no
27,single,tertiary,703,yes,no,5,jun,590,3,-1,0,yes
57,divorced,unknown,887,no,no,20,jun,43,8,-1,0,no
56,married,unknown,0,no,no,20,jun,471,2,-1,0,no
53,single,secondary,1178,yes,no,15,may,295,2,-1,0,no
39,married,tertiary,2763,yes,no,2,jun,526,2,-1,0,yes
32,single,tertiary,890,yes,yes,28,aug,27,10,-1,0,no
46,married,secondary,548,no,no,12,aug,1181,4,-1,0,yes
56,married,tertiary,272,no,no,26,aug,103,2,-1,0,no
46,divorced,tertiary,6269,yes,no,18,nov,249,3,112,2,no
29,married,secondary,178,yes,no,5,may,231,4,-1,0,no
60,married,primary,252,yes,yes,13,apr,123,2,147,3,no
33,single,tertiary,23663,yes,no,16,apr,199,2,146,2,no
27,single,tertiary,81,no,no,5,feb,197,1,199,3,no
50,divorced,tertiary,59,yes,no,28,may,67,2,-1,0,no
45,married,secondary,1343,no,yes,8,jul,220,1,-1,0,no
58,married,secondary,225,no,no,7,aug,122,6,-1,0,no
59,married,primary,0,yes,no,26,may,104,7,-1,0,no
58,divorced,primary,2538,yes,no,31,jul,307,6,-1,0,no
64,married,primary,43,no,no,11,mar,117,1,91,1,no
47,married,secondary,57,no,no,5,may,253,1,342,1,no
40,married,tertiary,-117,yes,no,17,jul,770,2,-1,0,no
36,divorced,secondary,666,yes,yes,3,apr,190,1,133,1,no
28,single,tertiary,0,yes,no,16,jul,767,5,-1,0,yes
38,single,tertiary,25,yes,no,1,jun,232,2,-1,0,yes
53,married,primary,1034,yes,no,19,nov,854,2,170,3,no
46,single,secondary,324,yes,no,30,may,293,6,-1,0,no
54,married,secondary,0,no,no,16,nov,986,1,94,8,no
32,married,tertiary,0,no,no,19,nov,66,1,-1,0,no
55,married,primary,621,no,yes,2,feb,114,1,208,1,no
55,divorced,secondary,138,no,no,17,jul,205,1,-1,0,no
56,married,secondary,4063,no,yes,28,jul,31,4,-1,0,no
40,married,secondary,11084,no,no,11,jun,113,1,-1,0,no
44,married,secondary,310,yes,no,6,feb,200,1,253,1,no
32,married,unknown,73,yes,no,21,nov,158,1,135,1,no
33,married,tertiary,1808,yes,no,4,jun,99,4,-1,0,no
41,divorced,secondary,1281,no,no,31,jul,45,3,-1,0,no
37,married,secondary,64,yes,no,12,may,239,4,278,2,no
58,single,tertiary,2,yes,no,11,may,168,3,-1,0,no
52,married,secondary,60,no,yes,26,aug,196,2,-1,0,no
49,single,secondary,133,no,no,11,jun,319,6,-1,0,no
44,married,primary,3706,no,no,17,jun,209,3,-1,0,no
28,single,unknown,174,no,no,28,sep,184,1,-1,0,no
31,married,secondary,251,no,yes,29,aug,156,2,-1,0,no
37,married,secondary,4153,yes,no,31,jul,35,16,-1,0,no
30,single,tertiary,985,yes,no,19,feb,88,2,-1,0,no
28,single,secondary,168,no,no,1,jun,347,3,140,2,yes
46,married,secondary,1550,yes,no,16,apr,126,2,149,8,no
47,married,tertiary,7708,yes,no,21,nov,157,5,-1,0,no
35,married,primary,-12,yes,no,12,may,212,5,-1,0,no
80,married,primary,6483,no,no,19,oct,123,1,-1,0,no
30,single,tertiary,60,yes,yes,7,may,306,5,-1,0,no
55,single,secondary,3339,yes,no,2,jun,63,1,-1,0,no
22,single,tertiary,1161,no,yes,16,jun,119,1,-1,0,no
33,single,primary,599,yes,no,21,may,29,1,-1,0,no
53,married,unknown,28,no,no,31,jul,117,2,-1,0,no
49,married,tertiary,1430,no,no,18,nov,231,2,-1,0,no
51,married,secondary,35,no,yes,8,jul,123,4,-1,0,no
41,married,tertiary,6000,yes,no,18,nov,265,1,-1,0,no
34,married,secondary,0,yes,no,15,jul,144,1,-1,0,no
36,single,secondary,340,no,yes,16,jun,559,3,-1,0,no
35,married,tertiary,0,no,no,5,may,74,1,168,4,no
29,married,secondary,3,yes,no,10,jul,183,1,-1,0,no
40,single,tertiary,445,yes,no,24,jul,631,1,-1,0,no
32,divorced,tertiary,874,no,no,12,aug,1282,6,-1,0,yes
48,married,secondary,705,no,no,13,may,108,2,-1,0,no
59,married,unknown,1033,no,no,11,jun,1199,1,-1,0,yes
35,divorced,tertiary,1354,yes,no,23,may,736,2,-1,0,yes
33,single,tertiary,123,no,no,19,aug,264,1,-1,0,no
55,married,primary,8894,no,no,11,jun,262,1,-1,0,no
41,married,secondary,429,yes,no,13,may,244,1,-1,0,no
42,married,primary,14752,no,no,19,may,107,2,-1,0,no
46,married,primary,67,no,no,24,jun,9,1,-1,0,no
35,divorced,secondary,39,no,no,31,jul,149,2,-1,0,no
28,single,tertiary,102,no,no,28,jan,321,2,-1,0,no
25,single,secondary,1790,no,no,17,apr,224,1,322,3,no
56,single,tertiary,15311,no,no,29,apr,157,6,-1,0,no
30,single,secondary,-635,no,no,25,jul,250,1,-1,0,no
45,married,secondary,115,no,no,11,aug,209,4,-1,0,no
40,married,tertiary,10786,no,no,20,jun,111,3,-1,0,no
40,married,secondary,498,yes,no,8,may,55,2,298,4,no
39,married,secondary,1045,yes,yes,9,jul,290,13,-1,0,no
48,married,tertiary,810,no,no,6,jun,383,1,-1,0,no
31,single,tertiary,-162,yes,no,18,may,380,1,-1,0,no
32,married,tertiary,55,no,no,2,feb,124,3,-1,0,no
34,married,secondary,586,yes,yes,8,may,224,2,-1,0,no
26,single,secondary,455,no,no,29,jan,240,1,182,8,no
31,married,tertiary,1010,yes,no,15,may,385,3,364,9,no
37,single,tertiary,509,yes,no,6,may,133,1,-1,0,no
29,single,unknown,2929,no,no,11,aug,91,1,-1,0,no
57,married,secondary,3071,yes,yes,7,may,63,3,-1,0,no
47,single,tertiary,153,yes,no,18,nov,192,2,-1,0,no
38,single,secondary,1146,yes,no,21,may,91,2,-1,0,no
48,married,primary,1092,no,yes,18,nov,79,1,172,8,no
50,married,tertiary,3463,no,yes,28,oct,96,1,-1,0,yes
33,married,secondary,1158,yes,no,20,apr,25,2,-1,0,no
28,single,secondary,26,yes,no,7,may,227,2,-1,0,no
30,single,secondary,566,no,no,5,feb,110,1,-1,0,no
52,divorced,secondary,204,no,no,7,aug,134,2,-1,0,no
36,married,secondary,480,no,no,20,oct,213,1,-1,0,yes
36,single,secondary,1855,yes,no,4,feb,75,1,273,1,no
46,married,secondary,1034,no,no,8,aug,109,2,-1,0,no
57,married,tertiary,3250,no,no,20,aug,162,3,-1,0,no
28,single,secondary,1633,no,no,5,jun,275,1,-1,0,yes
46,married,secondary,0,yes,no,22,jun,154,1,124,1,no
55,married,primary,3334,no,no,14,aug,632,4,-1,0,yes
33,married,tertiary,4020,yes,yes,15,apr,251,1,-1,0,no
53,married,secondary,66,no,yes,8,jul,141,1,-1,0,no
41,single,secondary,-41,yes,yes,3,apr,154,1,-1,0,no
60,married,secondary,322,yes,no,7,may,63,1,-1,0,no
35,married,primary,2643,no,yes,8,jul,259,1,-1,0,no
43,divorced,primary,49,yes,no,9,may,100,1,-1,0,no
57,divorced,primary,1,no,no,15,may,17,10,-1,0,no
46,married,secondary,3098,yes,no,21,nov,192,9,-1,0,no
31,married,primary,352,yes,no,19,may,97,9,-1,0,no
53,married,secondary,65,no,no,25,aug,41,2,-1,0,no
35,married,secondary,1949,yes,no,2,jun,200,3,-1,0,no
32,single,secondary,739,yes,no,20,nov,91,3,-1,0,no
48,married,tertiary,1167,yes,yes,1,jun,264,1,-1,0,yes
50,married,secondary,231,yes,no,21,nov,397,2,-1,0,no
40,married,primary,1136,yes,no,21,may,86,1,-1,0,no
42,married,tertiary,233,no,no,5,feb,446,1,-1,0,no
59,married,secondary,817,no,no,9,apr,304,1,-1,0,no
27,single,primary,1128,yes,no,30,jun,88,4,-1,0,no
32,single,tertiary,1831,yes,no,20,apr,86,2,-1,0,no
35,single,secondary,450,yes,no,13,may,63,1,-1,0,no
28,married,secondary,0,yes,no,5,may,335,2,281,8,no
37,divorced,secondary,414,no,no,29,jan,293,2,162,4,no
57,married,primary,1052,yes,no,13,may,227,4,-1,0,no
42,single,secondary,1022,yes,no,5,may,146,2,-1,0,no
55,married,primary,343,yes,no,14,jul,276,3,-1,0,no
52,married,tertiary,1944,yes,no,15,apr,238,3,323,2,no
26,single,secondary,-32,yes,yes,31,jul,14,6,-1,0,no
52,married,secondary,1781,yes,no,19,may,144,2,-1,0,no
26,single,tertiary,350,no,no,8,jul,367,1,-1,0,no
33,married,secondary,2,yes,no,16,jul,132,1,-1,0,no
24,single,primary,111,yes,yes,27,may,42,4,-1,0,no
37,divorced,tertiary,168,yes,no,5,jun,227,1,-1,0,no
28,single,secondary,3,no,no,18,may,40,8,349,6,no
30,single,secondary,102,yes,no,7,may,614,2,-1,0,no
33,married,primary,0,yes,no,15,may,270,1,-1,0,no
55,married,primary,159,no,no,4,sep,15,1,-1,0,no
33,married,secondary,1134,yes,no,23,may,304,2,-1,0,no
42,married,secondary,352,yes,no,11,may,79,3,-1,0,no
37,married,tertiary,865,yes,no,3,jun,101,1,-1,0,no
59,married,primary,179,yes,no,5,may,55,3,-1,0,no
27,single,secondary,5,yes,no,19,may,205,3,-1,0,no
23,married,tertiary,-230,yes,no,18,may,259,2,-1,0,no
51,divorced,tertiary,0,no,no,13,aug,60,2,-1,0,no
50,married,primary,3924,yes,no,20,apr,122,2,-1,0,no
43,married,secondary,764,yes,no,14,jul,557,5,-1,0,no
37,divorced,primary,511,yes,no,11,may,42,1,-1,0,no
34,single,tertiary,4348,yes,no,28,aug,373,8,-1,0,no
41,married,tertiary,3016,yes,no,14,jul,80,3,-1,0,no
26,single,secondary,279,no,no,7,may,239,3,-1,0,no
49,divorced,tertiary,1405,no,no,8,jun,29,1,-1,0,no
29,single,secondary,908,yes,no,20,,1663,1,-1,0,yes
30,single,tertiary,162,yes,no,20,may,186,4,-1,0,no
38,divorced,secondary,792,no,no,6,jun,430,1,-1,0,no
58,married,secondary,111,no,no,24,mar,58,2,-1,0,no
34,single,unknown,1281,no,no,25,aug,279,1,117,1,no
53,divorced,unknown,1012,yes,no,28,jul,332,2,-1,0,no
50,married,tertiary,2881,no,no,5,aug,510,2,2,5,no
30,single,secondary,445,yes,no,16,apr,218,1,330,2,no
40,married,secondary,643,yes,no,17,apr,74,2,256,1,no
57,single,secondary,254,no,no,8,oct,676,1,-1,0,no
40,married,tertiary,-1212,yes,no,15,may,1259,2,333,18,no
41,married,secondary,2125,yes,yes,21,nov,285,3,116,4,no
53,divorced,unknown,629,yes,no,8,may,298,1,-1,0,no
48,married,secondary,-202,yes,yes,30,jul,225,4,-1,0,no
32,single,secondary,271,yes,no,13,may,80,2,268,2,no
34,married,tertiary,703,yes,no,14,apr,342,1,-1,0,yes
46,married,secondary,-216,yes,no,28,jul,404,3,-1,0,no
45,divorced,secondary,88,no,yes,7,jul,332,1,-1,0,no
51,single,tertiary,16,yes,no,30,jan,158,1,-1,0,no
31,married,secondary,466,yes,no,14,may,164,1,-1,0,no
47,married,secondary,-75,yes,no,4,feb,57,1,247,1,no
32,married,secondary,456,no,no,12,may,121,1,-1,0,no
41,married,secondary,77,yes,no,7,may,56,1,-1,0,no
37,single,secondary,-244,no,no,3,jul,178,1,-1,0,no
27,single,primary,1209,no,no,29,jan,283,1,-1,0,no
27,married,secondary,58,yes,no,7,may,113,1,337,2,no
50,married,secondary,421,no,no,20,nov,22,5,-1,0,no
31,single,tertiary,112,yes,no,2,feb,159,2,271,1,no
40,married,tertiary,13669,no,no,15,oct,138,1,136,8,no
43,married,tertiary,1429,yes,no,19,nov,1015,1,198,2,yes
39,married,tertiary,794,no,no,2,feb,182,1,-1,0,no
31,single,tertiary,1957,no,no,4,feb,112,3,-1,0,no
48,married,secondary,454,yes,no,10,jul,114,1,-1,0,no
32,single,primary,882,no,yes,29,jul,80,8,-1,0,no
47,married,primary,168,yes,no,30,jan,66,1,241,1,no
35,single,tertiary,714,yes,no,26,aug,135,22,-1,0,no
42,single,tertiary,0,no,no,7,sep,99,1,-1,0,no
47,married,secondary,1996,no,no,5,jun,761,2,-1,0,yes
59,married,secondary,163,no,no,24,jul,464,1,-1,0,no
38,married,secondary,3190,yes,no,20,jun,20,2,-1,0,no
50,married,secondary,1772,no,no,29,jul,206,4,-1,0,no
27,single,secondary,-151,no,no,8,,283,2,-1,0,no
55,married,primary,16,no,no,20,jun,64,1,-1,0,no
39,single,secondary,7066,yes,no,15,may,667,3,357,3,yes
31,single,tertiary,454,no,no,4,feb,73,3,-1,0,no
37,married,tertiary,4798,yes,no,20,may,156,2,-1,0,no
28,single,secondary,-298,yes,no,3,jun,559,7,-1,0,no
42,married,secondary,439,no,no,20,aug,143,2,-1,0,no
40,divorced,secondary,1927,yes,no,15,may,62,1,-1,0,no
59,single,secondary,671,yes,yes,29,jan,219,2,259,5,no
40,single,secondary,65,yes,no,15,may,15,3,-1,0,no
43,married,secondary,-932,yes,no,16,apr,567,1,-1,0,no
38,single,secondary,4366,yes,no,29,jul,188,2,-1,0,no
54,married,primary,0,yes,no,11,jul,159,2,-1,0,no
41,married,secondary,4900,yes,no,31,jul,121,2,-1,0,no
55,divorced,primary,976,no,no,28,jun,345,1,94,3,yes
33,married,tertiary,148,no,no,20,may,717,1,-1,0,no
46,married,secondary,5,no,no,18,aug,71,3,-1,0,no
36,married,secondary,-148,no,no,18,nov,144,2,-1,0,no
48,divorced,tertiary,113,no,yes,22,jul,38,1,-1,0,no
42,married,secondary,-105,yes,no,28,aug,60,2,-1,0,no
46,divorced,tertiary,624,no,no,17,sep,336,2,183,2,yes
49,married,secondary,-1680,yes,yes,27,jun,92,4,-1,0,no
36,married,secondary,-461,no,no,11,may,254,2,353,1,no
34,single,tertiary,144,yes,yes,14,oct,104,1,85,19,no
51,divorced,tertiary,4,yes,yes,20,apr,74,5,-1,0,no
58,married,primary,309,no,no,19,aug,156,2,-1,0,no
48,married,tertiary,866,no,no,29,jan,146,2,-1,0,no
41,single,secondary,1020,yes,no,19,may,882,1,-1,0,yes
49,married,primary,489,yes,no,27,may,84,4,-1,0,no
43,married,primary,8167,yes,no,19,may,114,2,-1,0,no
32,single,secondary,-255,no,yes,2,jul,957,3,-1,0,no
54,married,secondary,3671,no,no,11,jun,67,3,-1,0,no
33,divorced,primary,636,yes,no,9,jul,211,11,-1,0,no
35,married,secondary,141,yes,no,19,aug,299,2,-1,0,no
